center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[ 49.  24. 177.  13. 511. 151.  33. 249.],20,51,2,['PERSON'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['ESQUIRE\\n\\nOn']
[ 49.  24. 177.  13. 511. 151.  33. 249.],20,56,3,['GPE'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['Charlotte']
[ 54.  24. 177.   0. 511. 151.  33.  31.],21,54,1,['CARDINAL'],1962,1,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['100']
[ 55.  24. 177.   7. 511. 151.  33. 338.],22,47,1,['PERSON'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['STEVEN HAMMER']
[ 55.  24. 177.   7. 511. 151.  33. 338.],22,52,1,['ORG'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['R.J. Reynolds:\\n\\nKING & SPALDING']
[ 55.  24. 177.   7. 511. 151.  33. 338.],22,53,2,['ORG'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['LLP']
[ 55.  24. 177.   7. 511. 151.  33. 338.],22,55,3,['LOC'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['North Tryon Street']
[ 55.  24. 177.   7. 511. 151.  33. 338.],22,57,4,['GPE'],1962,5,"['BY:  STEVEN HAMMER, ESQUIRE\\n\\nSCOTT P. SCHLESINGER, ESQUIRE JONATHAN R. GDANSKI, ESQUIRE BRITTANY CHAMBERS, ESQUIRE\\n\\nOn behalf of Defendant, R.J. Reynolds:\\n\\nKING & SPALDING, LLP 100 North Tryon Street, Suite 3900 Charlotte, North Carolina  ']",[177],['North Carolina']
[ 62.  15. 219.   0. 125.  69.  33.  52.],23,34,1,['DATE'],1962,3,['14 15'],[147],['14 15']
[ 62.  15. 219.   0. 125.  69.  33.  52.],23,59,2,['PERSON'],1962,3,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],[' JEFFREY L. FURR']
[ 62.  15. 219.   0. 125.  69.  33.  52.],23,62,3,['CARDINAL'],1962,3,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['1180']
[ 64.  15. 219.   4. 125.  69.  33. 326.],24,60,1,['ORG'],1962,5,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['SPALDING']
[ 64.  15. 219.   4. 125.  69.  33. 326.],24,61,2,['ORG'],1962,5,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['LLP']
[ 64.  15. 219.   4. 125.  69.  33. 326.],24,63,3,['FAC'],1962,5,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['Peachtree Street']
[ 64.  15. 219.   4. 125.  69.  33. 326.],24,64,4,['GPE'],1962,5,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['NE Atlanta']
[ 64.  15. 219.   4. 125.  69.  33. 326.],24,65,5,['GPE'],1962,5,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['Georgia']
[ 66.  15. 219.   0. 125.  69.  33. 113.],25,58,1,['DATE'],1962,4,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['28202']
[ 66.  15. 219.   0. 125.  69.  33. 113.],25,66,2,['CARDINAL'],1962,4,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['30309-3521']
[ 66.  15. 219.   0. 125.  69.  33. 113.],25,67,3,['PHONE_NUMBER'],1962,4,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['309-3521']
[ 66.  15. 219.   0. 125.  69.  33. 113.],25,68,3,['PHONE_NUMBER'],1962,4,"['28202 BY:  JEFFREY L. FURR, ESQUIRE\\n\\nKING & SPALDING, LLP 1180 Peachtree Street, NE Atlanta, Georgia  30309-3521']",[219],['309 3521']
[ 73.  10. 244.  11. 318. 149.  33. 327.],26,69,1,['ORG'],1962,5,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['NATHAN GUEST']
[ 73.  10. 244.  11. 318. 149.  33. 327.],26,70,1,['PERSON'],1962,5,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['ESQUIRE\\n\\nKATHRYN S. LEHMAN']
[ 73.  10. 244.  11. 318. 149.  33. 327.],26,71,2,['ORG'],1962,5,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['SPALDING']
[ 73.  10. 244.  11. 318. 149.  33. 327.],26,72,3,['GPE'],1962,5,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['Pennsylvania']
[ 73.  10. 244.  11. 318. 149.  33. 327.],26,73,4,['ORG'],1962,5,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['NW']
[ 74.  10. 244.   4. 318. 149.  33.  91.],27,74,0,['GPE'],1962,1,"['BY:  NATHAN GUEST, ESQUIRE\\n\\nKATHRYN S. LEHMAN, ESQUIRE\\n\\nKING & SPALDING, LLP\\n\\n1700 Pennsylvania Avenue, NW, Suite 200\\n\\nWashington D.C.  20006']",[244],['200\\n\\nWashington D.C.']
[ 78.  15. 269.  11. 508.  30.  51. 379.],28,75,1,['PERSON'],1962,3,"['-4707\\n\\nBY:  SCOTT M. EDSON, ESQUIRE\\n\\nOn behalf of Defendant, Philip Morris USA:\\n\\nBOIES SCHILLER & FLEXNER, LLP\\n\\n100 Southeast Second Street, Suite 2800\\n\\nMiami, Florida  33131\\n\\nBY:  ']",[269],['SCOTT M. EDSON']
[ 78.  15. 269.  11. 508.  30.  51. 379.],28,77,2,['ORG'],1962,3,"['-4707\\n\\nBY:  SCOTT M. EDSON, ESQUIRE\\n\\nOn behalf of Defendant, Philip Morris USA:\\n\\nBOIES SCHILLER & FLEXNER, LLP\\n\\n100 Southeast Second Street, Suite 2800\\n\\nMiami, Florida  33131\\n\\nBY:  ']",[269],['Philip Morris']
[ 78.  15. 269.  11. 508.  30.  51. 379.],28,78,3,['ORG'],1962,3,"['-4707\\n\\nBY:  SCOTT M. EDSON, ESQUIRE\\n\\nOn behalf of Defendant, Philip Morris USA:\\n\\nBOIES SCHILLER & FLEXNER, LLP\\n\\n100 Southeast Second Street, Suite 2800\\n\\nMiami, Florida  33131\\n\\nBY:  ']",[269],['SCHILLER & FLEXNER']
[ 80.  15. 269.   4. 508.  30.  51. 264.],29,76,0,['PERSON'],1962,3,"['-4707\\n\\nBY:  SCOTT M. EDSON, ESQUIRE\\n\\nOn behalf of Defendant, Philip Morris USA:\\n\\nBOIES SCHILLER & FLEXNER, LLP\\n\\n100 Southeast Second Street, Suite 2800\\n\\nMiami, Florida  33131\\n\\nBY:  ']",[269],['ESQUIRE\\n\\nOn']
