center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[26. 11. 99.  9. 28. 66. 55. 93.],3,27,3,['ORG'],40,9,"['West Adams Street\\n\\n\\n\\nJacksonville, Florida 32202\\n\\n\\n\\nAs reported by: Terry T. Hurley, RPR and a Notary Public\\n\\n\\n\\nAPPEARANCES']",[99],['Notary Public\\n\\n\\n\\nAPPEARANCES']
[26. 11. 99.  9. 28. 66. 55. 93.],3,37,4,['FAC'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['West Cass Street']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,28,0,['ORG'],40,9,['OF COUNSEL\\n\\n\\n\\nOn'],[117],['COUNSEL\\n\\n\\n\\nOn']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,29,1,['ORG'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['PRYSOCK']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,30,2,['ORG'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['ESQUIRE KEITH MITNIK']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,31,2,['PERSON'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['ESQUIRE\\n\\n\\n\\nKATHERINE MASSA']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,32,3,['PERSON'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['ESQUIRE ANTONIO LUCIANO']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,33,3,['GPE'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,34,4,['GPE'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['FL']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,35,4,['PERSON'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['32202\\n\\n\\n\\nCELENE HUMPHRIES']
[ 36.  21. 119.   9.  44.  74.  27.  52.],4,36,5,['ORG'],40,9,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['Esguire Brannock &']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,39,1,['GPE'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Tampa']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,40,2,['GPE'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Florida']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,42,2,['PERSON'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,44,2,['PERSON'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,46,3,['FAC'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Peachtree Street']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,47,3,['FAC'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['N.E. Suite 800\\n\\n\\n\\nAtlanta']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,48,4,['GPE'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Georgia']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,51,5,['NORP'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['R.']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,52,6,['PERSON'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Esguire Jones']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,53,6,['PERSON'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Versey Street\\n\\n\\n\\nNew York']
[ 47.  35. 154.   2.   4.  51.  22.  77.],5,54,7,['GPE'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['New York']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,38,1,['CARDINAL'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['200']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,41,1,['CARDINAL'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['33606\\n\\n\\n\\nOn']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,43,1,['PERSON'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,45,2,['ORG'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['ESQUIRE Jones']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,49,3,['MONEY'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['30309']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,50,3,['CARDINAL'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['3053\\n\\n\\n\\nMARK']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,55,4,['DATE'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['10281-1047']
[ 49.  35. 154.   6.   4.  51.  22.  21.],6,56,5,['PHONE_NUMBER'],40,11,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['309-3053']
