center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,12,8,['ORG'],1,76,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['ESQUIRE KEITH MITNIK']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,13,8,['PERSON'],1,76,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['ESQUIRE\\n\\n\\n\\nKATHERINE MASSA']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,14,8,['ORG'],1,76,"['behalf of Plaintiff:\\n\\n\\n\\nGREGORY PRYSOCK, ESQUIRE KEITH MITNIK, ESQUIRE\\n\\n\\n\\nKATHERINE MASSA, ESQUIRE ANTONIO LUCIANO, ESQUIRE\\n\\n\\n\\nMorgan & Morgan\\n\\n\\n\\nSouth Laura Street\\n\\n\\n\\nJacksonville, FL  32202\\n\\n\\n\\nCELENE HUMPHRIES, Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street,']",[119],['Esguire Brannock & Humphries\\n\\n\\n\\n1111 West Cass Street']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,15,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,16,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,17,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,18,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['N.E. Suite 800\\n\\n\\n\\nAtlanta']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,19,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,20,8,['ORG'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,21,9,['PHONE_NUMBER'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['309-3053']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,22,10,['PHONE_NUMBER'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['281-1047']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,23,10,['PHONE_NUMBER'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['309 3053']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,24,10,['PHONE_NUMBER'],1,76,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['281 1047']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,25,11,['PERSON'],1,76,"['Ben Wooded, Esquire\\n\\n\\n\\nBrook Jagues, Esquire 22\\n\\n\\n\\nVeritext Reporting Company 212-2 7 9-9424                      www.veritext.com                      ']",[211],['Ben Wooded']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,26,12,['PERSON'],1,76,['Mr.   Prysock--------------------------\\n\\n\\n\\nEXHIBITS\\n\\n\\n\\n-none-\\n\\n\\n\\n1124\\n\\nTHE COURT:  '],[254],['Mr.   ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,27,12,['ORG'],1,76,['You may.\\n\\n\\n\\nDIRECT EXAMINATION\\n\\n\\n\\nBY MR.'],[276],['may.\\n\\n\\n\\nDIRECT EXAMINATION\\n\\n\\n\\nBY MR']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,28,12,['ORG'],1,76,['PRYSOCK:\\n\\n\\n\\nQ    '],[281],['PRYSOCK:\\n\\n\\n\\nQ    ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,29,13,['PERSON'],1,76,"['Good morning, Dr. Cummings.  ']",[283],['Dr. Cummings']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,30,13,['ORG'],1,76,['name.\\n\\n\\n\\nA    '],[295],['name.\\n\\n\\n\\nA    ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,31,14,['ORG'],1,76,"[""I'm a professor in the department of psychiatry\\n\\n\\n\\nand behavioral sciences at the Medical University of\\n\\n\\n\\nSouth Carolina.\\n\\n\\n\\nQ    ""]",[310],['Medical University']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,32,14,['ORG'],1,76,"['but\\n\\n\\n\\nwhat I would like to do first is start with your\\n\\n\\n\\neducation, where you went to; where you attended\\n\\n\\n\\ncollege, where you did your postgraduate studies, what\\n\\n\\n\\nit was in, and that type thing.\\n\\n\\n\\nA    Sure.  ']",[370],['but\\n\\n\\n\\nwhat I']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,33,15,['ORG'],1,76,"['Southern College here for a semester, and then I\\n\\n\\n\\ntransferred to Miami University.  ']",[420],['Miami University']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,34,16,['ORG'],1,76,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],"['Miami, Ohio']"
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,35,17,['ORG'],1,76,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],"['Oxford, Ohio']"
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,36,18,['ORG'],1,76,"[""After that\\n\\n\\n\\nI went to the University of Michigan where I did a\\n\\n\\n\\nmaster's of public health and health behavior and health\\n\\n\\n\\neducation, and then I continued to do my Ph.D. at the\\n\\n\\n\\nUniversity of Michigan in the same area, public health\\n\\n\\n\\neducation, health behavior.\\n\\n\\n\\nSo""]",[462],['University of Michigan']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,37,18,['ORG'],1,76,"[""After that\\n\\n\\n\\nI went to the University of Michigan where I did a\\n\\n\\n\\nmaster's of public health and health behavior and health\\n\\n\\n\\neducation, and then I continued to do my Ph.D. at the\\n\\n\\n\\nUniversity of Michigan in the same area, public health\\n\\n\\n\\neducation, health behavior.\\n\\n\\n\\nSo""]",[462],['Ph.D. at the\\n\\n\\n\\nUniversity of Michigan']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,38,18,['ORG'],1,76,['After you received your doctorate at the\\n\\n\\n\\nUniversity of Michigan where did you go to work?\\n\\n\\n\\nA    '],[518],['the\\n\\n\\n\\nUniversity of Michigan']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,39,18,['PERSON'],1,76,"['Well, I started out actually as I was\\n\\n\\n\\nfinishing up my Ph.D.']",[534],['I was\\n\\n\\n\\nfinishing']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,40,19,['PERSON'],1,76,"['Well, I started out actually as I was\\n\\n\\n\\nfinishing up my Ph.D.']",[534],['Ph.D.']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,41,19,['ORG'],1,76,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['Wayne State\\n\\n\\n\\nUniversity']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,42,19,['ORG'],1,76,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['Roswell Park\\n\\n\\n\\nCancer Institute']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,43,20,['ORG'],1,76,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],"['Buffalo, New York']"
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,44,20,['PERSON'],1,76,['Could you share with us your salary you were making as a senior researcher\\n\\nA    '],[620],['researcher\\n\\nA    ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,45,20,['PERSON'],1,76,"['When I quit I was making $160,000\\n\\nQ    ']",[635],"['160,000\\n\\nQ    ']"
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,46,21,['ORG'],1,76,['You said Roswell Park Cancer Center.  '],[644],['Roswell Park Cancer Center']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,47,21,['ORG'],1,76,"['For those\\n\\n\\n\\nwho may not be familiar with it from this part of the\\n\\n\\n\\ncountry, can you please tell us what the Roswell Park\\n\\n\\n\\nCancer']",[652],['Roswell Park\\n\\n\\n\\nCancer']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,48,21,['ORG'],1,76,"[""That's a designated the National Cancer\\n\\n\\n\\nInstitute designates comprehensive cancer centers.\\n\\n\\n\\nThere's about 40 of them around the country.  ""]",[678],['National Cancer\\n\\n\\n\\nInstitute']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,49,21,['ORG'],1,76,"['Well, I started out as a junior scientist in\\n\\n\\n\\nthe department of cancer prevention, and my area of\\n\\n\\n\\nspecialty was in health behavior, and I got involved in\\n\\n\\n\\ndoing smoking cessation programs, and set up the clinics\\n\\n\\n\\nthat operated at Roswell Park.\\n\\n\\n\\nI continued to do that.  ']",[762],['Roswell Park.\\n\\n\\n\\nI']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,50,21,['PERSON'],1,76,"[""Of course it's a\\n\\n\\n\\nresearch institution, so I was there to do research as\\n\\n\\n\\nwell, so a lot of my research focused on why people\\n\\n\\n\\nsmoke, why they have difficulties quitting, methods for\\n\\n\\n\\nhelping people quit.\\n\\n\\n\\nI was pretty successful at getting grants.  ""]",[810],['quit.\\n\\n\\n\\nI']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,51,22,['PERSON'],1,76,"[""me, M.D.'s, Ph.D.'s, master's.  ""]",[896],['M.D.']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,52,23,['PERSON'],1,76,"[""me, M.D.'s, Ph.D.'s, master's.  ""]",[896],['Ph.D.']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,53,23,['PERSON'],1,76,"['We ran I\\n\\n\\n\\ncreated the New York State Smokers Quit Line, which\\n\\n\\n\\nprovided a toll free hotline for smokers to call\\n\\n\\n\\nto get help.  ']",[908],['call\\n\\n\\n\\nto']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,54,24,['PERSON'],1,76,"['My family had all\\n\\n\\n\\nmoved, my kids had settled in Charleston.  ']",[966],['Charleston']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,55,25,['PERSON'],1,76,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['Charleston']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,56,25,['PERSON'],1,76,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['cessation\\n\\n\\n\\nservice']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,57,26,['SOCIAL_SECURITY_NUMBER'],1,76,['859-34-1544\\n\\nQ    '],[1077],['859-34-1544']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,58,27,['ORG'],1,76,['And while at Roswell Park did you completely\\n\\n\\n\\nbecome the director of the tobacco cessation center?\\n\\n\\n\\nA    '],[1083],['Roswell Park']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,59,27,['ORG'],1,76,['And while at Roswell Park did you completely\\n\\n\\n\\nbecome the director of the tobacco cessation center?\\n\\n\\n\\nA    '],[1083],['center?\\n\\n\\n\\nA    ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,60,28,['PERSON'],1,76,"['They used to have\\n\\n\\n\\nthe Seven-day Adventist program come in once a year to\\n\\n\\n\\nrun clinics at Roswell when I first arrived there, and\\n\\n\\n\\nso I established stop smoking clinics for patients and\\n\\n\\n\\noperated those personally for 30 years.\\n\\n\\n\\nSo I probably have personally taken care of\\n\\n\\n\\nabout 10,000 or more smokers, running the clinics when I\\n\\n\\n\\nwas at Roswell, and then we set up the quit line to\\n\\n\\n\\nbasically make it easier.  ']",[1109],['Adventist']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,61,29,['PERSON'],1,76,"['They used to have\\n\\n\\n\\nthe Seven-day Adventist program come in once a year to\\n\\n\\n\\nrun clinics at Roswell when I first arrived there, and\\n\\n\\n\\nso I established stop smoking clinics for patients and\\n\\n\\n\\noperated those personally for 30 years.\\n\\n\\n\\nSo I probably have personally taken care of\\n\\n\\n\\nabout 10,000 or more smokers, running the clinics when I\\n\\n\\n\\nwas at Roswell, and then we set up the quit line to\\n\\n\\n\\nbasically make it easier.  ']",[1109],['Roswell']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,62,30,['PERSON'],1,76,"['They used to have\\n\\n\\n\\nthe Seven-day Adventist program come in once a year to\\n\\n\\n\\nrun clinics at Roswell when I first arrived there, and\\n\\n\\n\\nso I established stop smoking clinics for patients and\\n\\n\\n\\noperated those personally for 30 years.\\n\\n\\n\\nSo I probably have personally taken care of\\n\\n\\n\\nabout 10,000 or more smokers, running the clinics when I\\n\\n\\n\\nwas at Roswell, and then we set up the quit line to\\n\\n\\n\\nbasically make it easier.  ']",[1109],['Roswell']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,63,31,['PERSON'],1,76,"['So, Cooper could you please share your nationality?\\n\\nA    ']",[1198],['Cooper']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,64,31,['ORG'],1,76,"['means,\\n\\n\\n\\nsimply?\\n\\n\\n\\nA    ']",[1227],"['means,\\n\\n\\n\\nsimply?\\n\\n\\n\\nA    ']"
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,65,31,['PERSON'],1,76,"[""That's right.\\n\\n\\n\\nQ    ""]",[1296],['right.\\n\\n\\n\\nQ    ']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,66,31,['ORG'],1,76,"['In addition to assisting smokers trying to quit\\n\\n\\n\\nsmoking, have you also done research into cigarette\\n\\n\\n\\ndesign, the qualities of cigarettes that make them\\n\\n\\n\\naddictive, youth marketing, and other topics, all\\n\\n\\n\\nrelated to cigarettes?\\n\\n\\n\\nA    Yes.  ']",[1300],['cigarettes?\\n\\n\\n\\nA    Yes']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,67,31,['ORG'],1,76,"[""I\\n\\n\\n\\nset it up with funding from the National Cancer\\n\\n\\n\\nInstitute, really started in the mid 90's, and that\\n\\n\\n\\nfunding has continued.\\n\\n\\n\\nWe just got renewed for funding.  ""]",[1499],['National Cancer\\n\\n\\n\\nInstitute']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,68,31,['PERSON'],1,76,"[""I\\n\\n\\n\\nset it up with funding from the National Cancer\\n\\n\\n\\nInstitute, really started in the mid 90's, and that\\n\\n\\n\\nfunding has continued.\\n\\n\\n\\nWe just got renewed for funding.  ""]",[1499],['continued.\\n\\n\\n\\nWe']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,69,31,['ORG'],1,76,"['How many of your studies specifically related\\n\\n\\n\\nto cigarettes and nicotine addiction have been published\\n\\n\\n\\nin scientific and medical journals?\\n\\nQ    Robert Patterson, could you please share a little more about your childhood for the jury?\\n\\nA    ']",[1545],['journals?\\n\\nQ    Robert Patterson']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,70,32,['ORG'],1,76,"['I was born in Detroit Receiving Hospital on Jan 12, 1979 on a cold night.\\n\\nA    ']",[1581],['Detroit Receiving Hospital']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,71,32,['ORG'],1,76,"['Those include monographs, you know, the National\\n\\n\\n\\nCancer Institute, the Surgeon General.  ']",[1709],['National\\n\\n\\n\\nCancer Institute']
[ 46.   4. 644.   0.  13.  39.  33.  47.],0,72,33,['ORG'],1,76,"[""I've written\\n\\n\\n\\nsections of Surgeon Generals' reports in the past.  ""]",[1725],['Surgeon Generals']
